-14.303,0.13684,0.10215
-13.869,0.056328,0.046859
-13.436,0.072003,0.048113
-13.002,0.090562,0.19193
-12.569,0.030099,0.10898
-12.136,0.017692,0.073384
-11.702,0.016132,0.079484
-11.269,0.020211,0.058623
-10.835,0.026789,0.068506
-10.402,0.021547,0.066123
-9.9686,0.04461,0.026742
-9.5351,0.040587,0.02888
-9.1017,0.031954,0.049131
-8.6683,0.015809,0.066055
-8.2349,0.018817,0.069659
-7.8015,0.052415,0.082241
-7.3681,0.045876,0.077014
-6.9346,0.042722,0.050248
-6.5012,0.063581,0.033613
-6.0678,0.077917,0.011868
-5.6344,0.096153,0.023998
-5.201,0.12069,0.033946
-4.7676,0.11921,0.045608
-4.3342,0.12375,0.04751
-3.9007,0.13779,0.041064
-3.4673,0.1472,0.044765
-3.0339,0.17645,0.039855
-2.6005,0.20233,0.03396
-2.1671,0.22611,0.03829
-1.7337,0.28523,0.036473
-1.3002,0.29817,0.031377
-0.86683,0.30923,0.024428
-0.43342,0.38642,0.019198
0,0.28038,0.019443
0.43342,0.098257,0.022287
0.86683,0.079876,0.017172
1.3002,0.04034,0.014881
1.7337,0.018286,0.01751
2.1671,0.01624,0.015731
2.6005,0.0030934,0.019904
3.0339,0.0050244,0.025618
3.4673,0.0077616,0.025376
3.9007,-0.0015411,0.022766
4.3342,0.0061657,0.021268
4.7676,0.012499,0.017277
5.201,0.011876,0.0097693
5.6344,0.014211,0.0063849
6.0678,0.017738,0.0070719
6.5012,0.020595,0.0087873
6.9346,0.029366,0.014055
7.3681,0.039181,0.013306
7.8015,0.040804,0.015883
8.2349,0.042469,0.021332
8.6683,0.049255,0.021796
9.1017,0.050173,0.025616
9.5351,0.042768,0.026497
9.9686,0.036025,0.028973
10.402,0.03179,0.031447
10.835,0.027586,0.032919
11.269,0.028201,0.033698
11.702,0.027786,0.032597
12.136,0.0080645,0.024126
12.569,-0.00020815,0.018281
13.002,0.0013196,0.010763
13.436,-0.014893,0.0088192
13.869,-0.014393,0.013435
14.303,0.025905,0.016851
