0,1,0
0.32529,0.4142,0.048835
0.65057,0.01278,0.037818
0.97586,0.063713,0.04434
1.3011,0.056207,0.086077
1.6264,0.054775,0.08229
1.9517,0.062228,0.061491
2.277,0.12599,0.068405
2.6023,0.13202,0.089185
2.9276,0.087386,0.084648
3.2529,0.085173,0.077418
3.5782,0.093622,0.090658
3.9034,0.11584,0.12312
4.2287,0.10349,0.12965
4.554,0.085906,0.11692
4.8793,0.10984,0.14335
5.2046,0.11011,0.1485
5.5299,0.075898,0.12016
5.8552,0.16042,0.16407
6.1805,0.27323,0.24171
6.5057,0.16365,0.19249
6.831,-0.068312,0.037728
7.1563,-0.07681,0.096005
7.4816,0.012162,0.028744
