-5.6252,0.23593,0.17572
-5.4002,0.29151,0.12164
-5.1752,0.30128,0.19466
-4.9502,0.26931,0.25296
-4.7252,0.21999,0.22914
-4.5002,0.22012,0.18777
-4.2752,0.23217,0.14993
-4.0502,0.18113,0.11846
-3.8252,0.20042,0.1288
-3.6002,0.17165,0.12907
-3.3751,0.1589,0.1538
-3.1501,0.17237,0.12876
-2.9251,0.22027,0.1182
-2.7001,0.15678,0.11137
-2.4751,0.11969,0.1161
-2.2501,0.12273,0.12129
-2.0251,0.13211,0.10271
-1.8001,0.14331,0.095582
-1.5751,0.16497,0.082906
-1.3501,0.22421,0.046448
-1.125,0.20672,0.057371
-0.90004,0.19505,0.081092
-0.67503,0.22671,0.090016
-0.45002,0.26983,0.077777
-0.22501,0.34639,0.056684
0,0.34248,0.047982
0.22501,0.20068,0.039873
0.45002,0.17679,0.05014
0.67503,0.1105,0.046839
0.90004,0.062788,0.041211
1.125,0.056078,0.045204
1.3501,0.040296,0.06044
1.5751,0.017538,0.073322
1.8001,-0.063614,0.068766
2.0251,-0.10613,0.076665
2.2501,-0.13187,0.096367
2.4751,-0.13037,0.098456
2.7001,-0.12736,0.090848
2.9251,-0.11244,0.10527
3.1501,-0.11196,0.10557
3.3751,-0.11433,0.10752
3.6002,-0.11186,0.12253
3.8252,-0.10437,0.13167
4.0502,-0.09686,0.12555
4.2752,-0.094519,0.12834
4.5002,-0.10364,0.11045
4.7252,-0.071278,0.07502
4.9502,-0.04368,0.056569
5.1752,-0.027354,0.059541
5.4002,0.032134,0.066356
5.6252,0.07201,0.0614
