-12.108,-0.047008,0.060952
-11.833,-0.036858,0.048883
-11.558,-0.017165,0.042059
-11.283,-0.02045,0.036276
-11.007,-0.023019,0.035021
-10.732,-0.019751,0.027504
-10.457,-0.022677,0.025976
-10.182,-0.028338,0.041948
-9.9067,-0.040987,0.058885
-9.6315,-0.036707,0.067331
-9.3564,-0.027278,0.075893
-9.0812,-0.02351,0.084943
-8.806,-0.029317,0.089494
-8.5308,-0.033086,0.092107
-8.2556,-0.044253,0.091792
-7.9804,-0.054807,0.091502
-7.7052,-0.064657,0.088321
-7.4301,-0.079209,0.082352
-7.1549,-0.10103,0.081507
-6.8797,-0.12601,0.079533
-6.6045,-0.13271,0.073359
-6.3293,-0.12885,0.070941
-6.0541,-0.11915,0.069743
-5.7789,-0.10624,0.070949
-5.5037,-0.091978,0.067019
-5.2286,-0.079535,0.059203
-4.9534,-0.067707,0.053826
-4.6782,-0.059408,0.051442
-4.403,-0.046337,0.050547
-4.1278,-0.024734,0.049271
-3.8526,-0.0040115,0.048346
-3.5774,0.018226,0.050078
-3.3022,0.047119,0.049361
-3.0271,0.077878,0.047286
-2.7519,0.11592,0.045248
-2.4767,0.15724,0.043189
-2.2015,0.19745,0.04479
-1.9263,0.23673,0.048006
-1.6511,0.27529,0.049277
-1.3759,0.31513,0.056395
-1.1007,0.35304,0.062087
-0.82556,0.39846,0.064936
-0.55037,0.44573,0.067759
-0.27519,0.48962,0.065688
0,0.53751,0.061665
0.27519,0.52414,0.063218
0.55037,0.49891,0.060951
0.82556,0.46663,0.054132
1.1007,0.42886,0.044876
1.3759,0.38273,0.034285
1.6511,0.34574,0.026639
1.9263,0.31146,0.026944
2.2015,0.27511,0.030757
2.4767,0.24029,0.039346
2.7519,0.19968,0.047004
3.0271,0.16624,0.050965
3.3022,0.13643,0.052803
3.5774,0.1138,0.050473
3.8526,0.094839,0.044425
4.1278,0.078778,0.040753
4.403,0.065639,0.040284
4.6782,0.056836,0.040313
4.9534,0.050185,0.044502
5.2286,0.046665,0.051603
5.5037,0.036623,0.052218
5.7789,0.029594,0.053595
6.0541,0.013375,0.05725
6.3293,0.0051944,0.060461
6.6045,-0.0011146,0.06321
6.8797,0.0019203,0.060924
7.1549,0.0037969,0.053285
7.4301,0.011998,0.040622
7.7052,0.021746,0.026922
7.9804,0.024542,0.018927
8.2556,0.025449,0.020962
8.5308,0.028799,0.022644
8.806,0.031848,0.023448
9.0812,0.034439,0.024794
9.3564,0.034193,0.024112
9.6315,0.034416,0.023028
9.9067,0.030568,0.020809
10.182,0.026327,0.018984
10.457,0.016845,0.015933
10.732,0.02022,0.018676
11.007,0.026454,0.021092
11.283,0.024102,0.018311
11.558,0.025857,0.015848
11.833,0.027302,0.014424
12.108,0.02828,0.015579
