0,1,0
0.22501,0.1112,0.052984
0.45002,0.055121,0.020036
0.67502,-0.016744,0.08813
0.90003,0.00968,0.042924
1.125,0.053441,0.024739
1.35,0.055086,0.055079
1.5751,0.064051,0.010432
1.8001,-0.052949,0.065931
2.0251,0.051466,0.037765
2.2501,0.030527,0.032722
2.4751,0.0222,0.055138
2.7001,0.064328,0.01622
2.9251,-0.0084634,0.054866
3.1501,-0.066418,0.056004
3.3751,0.015766,0.021992
3.6001,0.052002,0.047611
3.8251,0.030616,0.082404
4.0501,-0.0083361,0.021647
4.2752,-0.0081145,0.036893
4.5002,-0.015259,0.055057
4.7252,-0.092293,0.071806
4.9502,-0.0033169,0.044969
5.1752,0.00085766,0.043781
5.4002,-0.063044,0.03427
5.6252,0.02062,0.10019
5.8502,0.06781,0.034622
