-4.9535,-0.073336,0.13927
-4.6783,-0.10494,0.091596
-4.4031,-0.079984,0.082281
-4.1279,-0.096317,0.076613
-3.8527,-0.045518,0.070184
-3.5775,0.0076955,0.065486
-3.3023,0.060375,0.062365
-3.0271,0.099622,0.05567
-2.7519,0.18261,0.047853
-2.4768,0.24619,0.044502
-2.2016,0.33295,0.043405
-1.9264,0.40115,0.04348
-1.6512,0.44393,0.042656
-1.376,0.49877,0.040403
-1.1008,0.54976,0.037206
-0.82558,0.57935,0.036229
-0.55039,0.59439,0.032427
-0.27519,0.62543,0.021281
0,0.4618,0.020067
0.27519,0.23492,0.02688
0.55039,0.1947,0.026885
0.82558,0.12783,0.029229
1.1008,0.085556,0.031322
1.376,0.048919,0.032453
1.6512,0.0017064,0.032058
1.9264,-0.03694,0.03079
2.2016,-0.052892,0.030889
2.4768,-0.058446,0.033979
2.7519,-0.046628,0.037062
3.0271,-0.042877,0.036798
3.3023,-0.044586,0.035611
3.5775,-0.053091,0.035195
3.8527,-0.03953,0.037413
4.1279,-0.028453,0.040214
4.4031,-0.031645,0.04598
4.6783,-0.018689,0.051122
4.9535,-0.0024608,0.052499
