-5.2287,-0.19961,0.087675
-4.9535,-0.19344,0.052156
-4.6783,-0.20898,0.047918
-4.4031,-0.21222,0.043241
-4.1279,-0.22289,0.044925
-3.8527,-0.21677,0.050206
-3.5775,-0.20052,0.053008
-3.3023,-0.2098,0.049391
-3.0271,-0.22954,0.047334
-2.7519,-0.23569,0.04556
-2.4767,-0.25047,0.045486
-2.2016,-0.26935,0.044397
-1.9264,-0.28697,0.043295
-1.6512,-0.31418,0.042027
-1.376,-0.33312,0.043575
-1.1008,-0.34495,0.04176
-0.82558,-0.35839,0.04128
-0.55039,-0.34372,0.041204
-0.27519,-0.32652,0.038324
0,-0.29624,0.038211
0.27519,-0.24432,0.040596
0.55039,-0.21008,0.043664
0.82558,-0.17716,0.047718
1.1008,-0.1574,0.049543
1.376,-0.13367,0.052264
1.6512,-0.12787,0.052754
1.9264,-0.11203,0.055668
2.2016,-0.10769,0.056124
2.4767,-0.10225,0.055433
2.7519,-0.0915,0.055246
3.0271,-0.077974,0.055894
3.3023,-0.072082,0.055442
3.5775,-0.050303,0.053594
3.8527,-0.049151,0.051765
4.1279,-0.03126,0.046045
4.4031,0.0019916,0.047978
4.6783,0.0034949,0.041313
4.9535,0.041042,0.048944
5.2287,0.001016,0.058798
