0,1,0
0.27517,0.61576,0.020408
0.55034,0.32389,0.032022
0.82551,0.31785,0.041471
1.1007,0.26858,0.044986
1.3758,0.20779,0.048557
1.651,0.1743,0.058299
1.9262,0.15434,0.064066
2.2014,0.13146,0.069436
2.4765,0.097092,0.073677
2.7517,0.053261,0.061385
3.0269,0.021452,0.049025
3.302,-0.0025373,0.046076
3.5772,-0.013146,0.033142
3.8524,-0.0052442,0.038323
4.1275,0.00098406,0.045533
4.4027,-5.6659e-05,0.045801
4.6779,-0.019831,0.040059
4.9531,-0.027595,0.036362
5.2282,0.0030965,0.032583
5.5034,0.017041,0.024521
5.7786,0.0013808,0.026547
6.0537,0.013078,0.038753
6.3289,0.02881,0.0229
6.6041,0.018581,0.006921
6.8792,0.011177,0.0068448
7.1544,-0.0097129,0.0075249
7.4296,0.015171,0.019604
7.7047,0.035659,0.022999
7.9799,0.039857,0.0054871
8.2551,0.059204,0.0098512
8.5303,0.060162,0.012387
8.8054,0.03423,0.01228
9.0806,0.0028444,0.02286
9.3558,-0.0041969,0.011551
9.6309,-0.016198,0.0083281
9.9061,-0.0046326,0.004685
10.181,0.0064291,0.0032425
