-6.329,0.14921,0.15538
-6.0538,0.15361,0.14642
-5.7787,0.088039,0.13647
-5.5035,0.025231,0.12472
-5.2283,-0.011133,0.11685
-4.9531,-0.035613,0.11462
-4.678,-0.073558,0.11091
-4.4028,-0.11553,0.10888
-4.1276,-0.15865,0.10901
-3.8524,-0.19285,0.10612
-3.5773,-0.21576,0.10464
-3.3021,-0.23166,0.10337
-3.0269,-0.24507,0.10186
-2.7517,-0.25785,0.10099
-2.4766,-0.25964,0.10204
-2.2014,-0.25038,0.10075
-1.9262,-0.24462,0.099199
-1.651,-0.24166,0.096749
-1.3759,-0.22595,0.093556
-1.1007,-0.20763,0.091208
-0.82552,-0.18308,0.085589
-0.55035,-0.15568,0.080064
-0.27517,-0.11233,0.074338
0,-0.052222,0.070372
0.27517,-0.080953,0.065585
0.55035,-0.10563,0.06485
0.82552,-0.12101,0.064113
1.1007,-0.12669,0.062505
1.3759,-0.12303,0.062691
1.651,-0.12076,0.062056
1.9262,-0.11637,0.063296
2.2014,-0.106,0.064957
2.4766,-0.09566,0.066439
2.7517,-0.075815,0.068964
3.0269,-0.060026,0.070676
3.3021,-0.052878,0.073311
3.5773,-0.042657,0.074516
3.8524,-0.029876,0.073506
4.1276,-0.014567,0.071385
4.4028,-0.0049185,0.067265
4.678,-0.0026615,0.064856
4.9531,0.0019702,0.060177
5.2283,0.0033294,0.052893
5.5035,0.0030711,0.047796
5.7787,0.010823,0.049363
6.0538,0.041317,0.047057
6.329,0.026594,0.041055
