-20.817,0.034338,0.023779
-20.383,0.02501,0.016485
-19.949,0.01209,0.021436
-19.516,0.017752,0.041823
-19.082,0.090948,0.05971
-18.648,0.080803,0.039678
-18.215,0.061547,0.015854
-17.781,0.044368,0.01643
-17.347,0.021418,0.017739
-16.914,0.019785,0.018647
-16.48,0.017399,0.027929
-16.046,0.022262,0.030404
-15.612,0.017152,0.030948
-15.179,0.026456,0.018454
-14.745,0.030813,0.012459
-14.311,0.065794,0.01682
-13.878,0.099115,0.019458
-13.444,0.074653,0.020402
-13.01,0.05332,0.027262
-12.577,0.045622,0.032298
-12.143,0.033216,0.044575
-11.709,0.031522,0.050328
-11.276,0.031531,0.048217
-10.842,0.02017,0.061653
-10.408,0.0063001,0.07199
-9.9746,0.032892,0.076381
-9.541,0.044317,0.071404
-9.1073,0.025238,0.059479
-8.6736,0.021825,0.059344
-8.2399,0.00059514,0.050087
-7.8062,-0.005668,0.041768
-7.3726,0.003272,0.04397
-6.9389,-0.0078114,0.041176
-6.5052,0.0090305,0.045886
-6.0715,0.026983,0.05175
-5.6378,0.060487,0.064038
-5.2042,0.091499,0.07378
-4.7705,0.11088,0.08052
-4.3368,0.12526,0.079935
-3.9031,0.16343,0.076105
-3.4694,0.17983,0.07629
-3.0358,0.20098,0.073752
-2.6021,0.19804,0.071539
-2.1684,0.20336,0.075162
-1.7347,0.21571,0.070033
-1.301,0.22213,0.072244
-0.86736,0.21687,0.068578
-0.43368,0.22928,0.068215
0,0.14243,0.061755
0.43368,-0.00056405,0.04998
0.86736,-0.0087782,0.056569
1.301,-0.021062,0.0547
1.7347,-0.032759,0.048886
2.1684,-0.030479,0.048075
2.6021,-0.024421,0.043622
3.0358,-0.020572,0.040034
3.4694,-0.025109,0.035425
3.9031,-0.023654,0.031827
4.3368,-0.021371,0.024496
4.7705,-0.019693,0.017353
5.2042,-0.022904,0.014711
5.6378,-0.020745,0.019315
6.0715,-0.020979,0.015524
6.5052,-0.016508,0.013133
6.9389,-0.024342,0.012604
7.3726,-0.021776,0.011456
7.8062,-0.01353,0.010538
8.2399,-0.010228,0.0061913
8.6736,-0.0086673,0.0022163
9.1073,-0.012964,0.0034449
9.541,-0.016234,0.0071031
9.9746,-0.020721,0.01238
10.408,-0.016959,0.016062
10.842,-0.011054,0.02196
11.276,-0.014485,0.029059
11.709,-0.019793,0.034121
12.143,-0.0091758,0.032567
12.577,-0.0038416,0.029233
13.01,-0.00035016,0.021022
13.444,0.0071397,0.021208
13.878,0.012264,0.023555
14.311,0.016368,0.0228
14.745,0.022863,0.017075
15.179,0.028902,0.0094684
15.612,0.030695,0.015958
16.046,0.037069,0.018432
16.48,0.0462,0.024222
16.914,0.050797,0.019004
17.347,0.059311,0.013219
17.781,0.052639,0.01721
18.215,0.042623,0.021895
18.648,0.033626,0.020498
19.082,0.023626,0.016956
19.516,0.029557,0.017705
19.949,0.027093,0.013225
20.383,0.014098,0.008198
20.817,0.027215,0.016745
